satellite_no2,highway_primary,high_traffic,medium_traffic,low_traffic,landuse_industrial_variance,landuse_industrial_distance_mean,landuse_industrial_b5,landuse_residential_b5,landuse_forest_b5,neighbours_no2_variance,neighbours_no2_distance_mean,neighbours_no2_distance_max
4.64E-05,43051.28223,0.280259917,0.121382843,0.267174049,0,0,0,0,0,2.53E-12,3.51E-07,3.75E-06
4.67E-05,44176.73665,0.221259562,0.115253725,0.280354262,0,0,0,0,0,2.87E-12,5.75E-07,3.51E-06
4.63E-05,45310.17809,0.162753786,0.128665896,0.29732847,0,0,0,0,0,2.70E-12,1.07E-06,3.83E-06
4.57E-05,46451.02187,0.105531748,0.156724008,0.317498674,0,0,0,0,0,1.60E-12,1.86E-06,3.78E-06
4.59E-05,47598.73574,0.053500168,0.193194047,0.340305721,0,0,0,0,0,4.26E-12,1.34E-06,4.27E-06
4.51E-05,48752.83451,0.037008333,0.234202225,0.365263034,0,0,0,0,0,4.89E-12,2.73E-06,5.03E-06
4.86E-05,25057.2583,0.080153958,0.277756007,0.372074924,0,0,0,0,0,1.32E-12,2.85E-06,4.42E-06
4.86E-05,24427.64769,0.135956794,0.322831302,0.37342831,0,0,0,0,0,3.11E-12,3.46E-06,6.71E-06
4.96E-05,23697.35998,0.194034427,0.368872929,0.378220276,0,0,0,0,0,2.44E-12,2.68E-06,5.70E-06
5.12E-05,22592.06087,0.252853507,0.415560933,0.38632461,0,0,0,0,0,2.31E-12,9.25E-07,4.06E-06
5.10E-05,21505.68706,0.213888406,0.211915483,0.454250277,0,0,0,0,0,2.61E-12,1.36E-06,4.10E-06
5.12E-05,20439.93438,0.197693493,0.205677392,0.427123765,0,0,0,0,0,2.73E-12,1.49E-06,4.24E-06
5.24E-05,19390.72107,0.198444035,0.156811031,0.401422825,0,0,0,0,0,2.81E-12,1.06E-07,2.89E-06
5.46E-05,18368.35331,0.215967321,0.107956041,0.377434764,0,0,0,0,0,3.93E-12,2.30E-06,-5.32E-06
5.38E-05,17377.61634,0.246783515,0.059139934,0.355501408,0,0,0,0,0,4.31E-12,2.05E-06,-5.93E-06
4.90E-05,16425.2851,0.286707844,0.01083551,0.336019121,0,0,0,0,0,4.87E-12,2.49E-06,6.10E-06
4.82E-05,15518.72925,0.332522229,0.036097674,0.319429389,0,0,0,0,0,4.72E-12,3.28E-06,6.85E-06
5.02E-05,14664.40293,0.382140451,0.084847728,0.306194745,0,0,0,0,0,6.23E-12,1.04E-06,5.17E-06
4.97E-05,13735.31532,0.43427501,0.133691034,0.296756551,0,0,0,0,0,6.45E-12,8.15E-07,5.37E-06
4.97E-05,12759.95507,0.457193429,0.182553344,0.29147726,0,0,0,0,0,5.85E-12,3.87E-07,5.37E-06
5.11E-05,11777.09605,0.397566577,0.151447213,0.29057959,0,0,0,0,0,5.09E-12,8.56E-07,3.93E-06
4.99E-05,10847.656,0.337964396,0.109691246,0.294102957,0,0,0,0,0,4.37E-12,4.79E-07,3.59E-06
5.16E-05,9748.479934,0.278402458,0.07668845,0.301895267,0,0,0,0,0,4.88E-12,8.93E-07,3.45E-06
5.19E-05,8696.134628,0.218912902,0.066648668,0.313643763,0,0,0,0,0,7.15E-12,1.26E-06,3.20E-06
5.06E-05,7704.925444,0.159574304,0.08770097,0.328931491,0,0,0,0,0,6.38E-12,4.03E-09,4.53E-06
4.97E-05,6798.36382,0.100641682,0.125186742,0.347298369,0,0,0,0,0,3.60E-12,7.20E-07,3.61E-06
5.04E-05,5910.488944,0.043618848,0.168562427,0.344277041,0.045351474,0.047619048,0,0,0,2.43E-12,3.05E-07,2.92E-06
5.06E-05,4659.556415,0.02154591,0.214304353,0.338165638,0,0,0,0,0,2.01E-12,1.85E-07,2.74E-06
5.08E-05,3427.233902,0.073699831,0.261179013,0.335819575,0,0,0,0,0,9.79E-13,4.62E-08,1.59E-06
5.06E-05,2229.944379,0.132156902,0.30867319,0.337316213,0,0,0,0,0,1.44E-12,6.94E-08,1.86E-06
5.02E-05,1149.060424,0.19136245,0.356540392,0.342605962,0,0,0,0,0,1.93E-12,5.67E-08,1.74E-06
5.02E-05,535.0872524,0.250797008,0.404648734,0.351520157,0,0,0,0,0,2.83E-12,1.54E-07,1.81E-06
5.04E-05,348.1631695,0.310331051,0.452921626,0.36379627,0.045351474,0.047619048,0,0,0.25,3.86E-12,9.63E-07,1.66E-06
5.13E-05,135.4600271,0.198614311,0.18099413,0.505353947,0,0,0,0,0.125,4.12E-12,2.00E-06,-2.96E-06
4.88E-05,1341.836196,0.16082436,0.163952877,0.478375598,0,0,0,0,0.375,3.99E-12,5.79E-07,3.06E-06
4.83E-05,2485.06166,0.138765854,0.16044143,0.452680346,0,0,0,0,0,5.90E-12,9.55E-07,4.07E-06
4.89E-05,2994.226611,0.139822403,0.162963953,0.428496268,0,0,0,0,0.375,6.46E-12,4.25E-07,4.05E-06
5.07E-05,3706.62652,0.16355955,0.116681717,0.406089973,0,0,0,0.125,0.25,7.66E-12,8.20E-07,5.46E-06
5.05E-05,4646.899883,0.202323159,0.073760522,0.38576717,0,0,0,0.125,0.375,8.91E-12,8.26E-07,4.84E-06
5.08E-05,5710.051406,0.249329258,0.044773571,0.367868436,0,0,0,0.125,0.375,1.14E-11,2.17E-07,5.44E-06
5.14E-05,6795.952924,0.300798492,0.05681984,0.352757503,0,0,0,0,0.125,1.14E-11,1.80E-07,5.28E-06
5.05E-05,7908.72417,0.354819962,0.095672297,0.340799735,0,0,0,0,0.125,7.36E-12,6.45E-07,6.05E-06
5.27E-05,9060.972665,0.410398795,0.140847236,0.332330344,0,0,0,0,0,5.58E-12,1.37E-06,3.92E-06
5.15E-05,10238.16594,0.463717875,0.185572718,0.327615687,0,0,0,0,0,5.24E-12,2.24E-07,4.73E-06
5.23E-05,11435.2493,0.405041206,0.137019905,0.326815715,0,0,0,0,0,8.05E-12,1.25E-06,-4.99E-06
5.34E-05,12647.79935,0.346708499,0.088819963,0.329958454,0,0,0,0,0,1.00E-11,2.67E-06,-7.30E-06
5.21E-05,13870.72178,0.288924709,0.042159219,0.336935299,0,0,0,0,0,1.08E-11,2.16E-06,-6.44E-06
4.95E-05,15100.89824,0.232091756,0.019369264,0.347518856,0,0,0,0,0,8.46E-12,1.38E-06,-6.03E-06
4.86E-05,16338.12564,0.177102753,0.05973914,0.334027634,0,0,0,0,0,1.29E-11,1.78E-06,-5.19E-06
4.58E-05,17580.91547,0.126297811,0.107330447,0.319736903,0,0,0,0,0,1.55E-11,4.34E-07,-5.76E-06
4.39E-05,18828.16628,0.08691083,0.155714242,0.308999392,0,0,0,0,0,1.35E-11,8.92E-07,7.48E-06
3.95E-05,20079.04677,0.077413335,0.204332275,0.302187588,0,0,0,0,0,1.16E-11,4.46E-06,1.10E-05
3.94E-05,21332.91847,0.105789827,0.253050337,0.299564765,0,0,0,0,0,7.68E-12,4.32E-06,1.00E-05
4.16E-05,22589.28328,0.152764302,0.301820225,0.301238477,0,0,0,0,0,2.82E-12,1.50E-06,4.63E-06
4.19E-05,23847.74717,0.206268078,0.350620401,0.307139676,0,0,0,0,0,1.66E-12,5.02E-07,2.59E-06
4.24E-05,25106.79668,0.262408284,0.399439805,0.317036248,0,0,0,0,0,2.54E-12,4.78E-07,1.18E-06
4.31E-05,26367.10054,0.162859399,0.139608647,0.529632068,0,0,0,0,0,2.88E-12,4.01E-07,7.07E-07
4.31E-05,27628.85737,0.114217109,0.116743622,0.503941594,0,0,0,0,0,4.62E-12,4.19E-07,3.90E-06
4.23E-05,28890.68016,0.080909969,0.111777383,0.479603051,0,0,0,0,0,4.91E-12,2.19E-06,5.36E-06
4.45E-05,30152.86563,0.082667688,0.126806336,0.456830101,0,0,0,0,0,5.39E-12,7.14E-07,5.26E-06
4.63E-05,31416.17782,0.117994347,0.142491072,0.43586527,0,0,0,0,0,8.40E-12,2.61E-07,4.32E-06
4.78E-05,32643.53619,0.167340057,0.109998022,0.41697796,0,0,0,0,0,9.32E-12,1.25E-06,2.53E-06
4.80E-05,33681.72292,0.221723634,0.092893955,0.400458403,0,0,0,0,0,5.56E-12,7.45E-07,2.34E-06
5.09E-05,34735.76659,0.278256681,0.099344241,0.386606144,0,0,0,0,0,2.77E-12,3.31E-06,-3.32E-06
4.96E-05,35804.26677,0.335870979,0.125816318,0.375712231,0,0,0,0,0,1.73E-12,2.05E-06,-3.15E-06
4.98E-05,36885.96718,0.394098369,0.162904476,0.36803574,0,0,0,0,0,3.18E-12,2.09E-06,-5.11E-06
4.72E-05,37979.73997,0.452704854,0.187103311,0.363777496,0,0,0,0,0,2.80E-12,9.93E-07,3.37E-06
4.56E-05,39084.57162,0.420837601,0.139080333,0.363056071,0,0,0,0,0,2.91E-12,2.36E-06,4.72E-06
4.64E-05,40199.55032,0.365004633,0.091949878,0.365892088,0,0,0,0,0,2.78E-12,8.87E-07,3.26E-06
4.93E-05,41323.85475,0.310590277,0.04831612,0.342879986,0,0,0,0,0,3.15E-12,2.32E-06,1.27E-07
4.69E-05,42456.74403,0.258475405,0.030305228,0.321007034,0,0,0,0,0,3.61E-12,3.22E-07,3.25E-06
4.74E-05,43597.54894,0.21033715,0.064269073,0.301868683,0,0,0,0,0,3.42E-12,5.94E-07,2.73E-06
4.94E-05,44745.66404,0.169500822,0.109941433,0.286004449,0,0,0,0,0,3.72E-12,2.58E-06,-1.21E-06
4.77E-05,45900.54079,0.142181339,0.157532566,0.273972894,0,0,0,0,0,4.17E-12,9.71E-07,1.78E-06
4.73E-05,47061.6814,0.136448721,0.205724317,0.266283915,0,0,0,0,0,4.67E-12,7.72E-07,4.76E-06
4.73E-05,48228.63345,0.154647628,0.254177212,0.263310716,0,0,0,0,0,4.51E-12,1.06E-07,3.32E-06
4.93E-05,23970.02577,0.19019069,0.302766497,0.265208851,0,0,0,0,0,2.35E-12,1.09E-06,3.26E-06
4.93E-05,23311.682,0.235503169,0.351435837,0.271878252,0,0,0,0,0,4.79E-12,1.64E-06,6.00E-06
5.07E-05,22705.15725,0.286055364,0.400156127,0.282987942,0,0,0,0,0,3.76E-12,1.71E-07,4.06E-06
5.30E-05,21963.09311,0.084777986,0.071760013,0.53074216,0,0,0,0,0,2.66E-12,1.89E-06,-2.20E-06
5.37E-05,20847.29459,0.0299566,0.063437432,0.507676819,0,0,0,0,0,3.93E-12,2.32E-06,-3.70E-06
5.33E-05,19747.40667,0.034086034,0.087092174,0.486206389,0,0,0,0,0,4.14E-12,1.72E-06,-4.99E-06
5.34E-05,18669.96161,0.089738076,0.126015855,0.466548651,0,0,0,0,0,3.66E-12,2.14E-06,-5.54E-06
5.36E-05,17612.60664,0.148464565,0.15335021,0.448939012,0,0,0,0,0,5.21E-12,2.27E-06,-5.85E-06
5.18E-05,16578.81991,0.207732766,0.141530001,0.433624065,0,0,0,0,0,4.74E-12,9.28E-07,-3.99E-06
4.81E-05,15579.5285,0.267188861,0.145865837,0.420851291,0,0,0,0,0,5.17E-12,2.75E-06,7.30E-06
4.85E-05,14621.60217,0.326731795,0.165100643,0.410854843,0,0,0,0,0,5.43E-12,2.47E-06,6.93E-06
5.01E-05,13714.49573,0.386321917,0.194903555,0.403838283,0,0,0,0,0,6.50E-12,8.53E-07,5.29E-06
5.11E-05,12866.56555,0.445940515,0.200801485,0.398560416,0,0,0,0,0,6.47E-12,5.15E-07,3.96E-06
5.20E-05,11944.01167,0.444078192,0.156986518,0.369482913,0,0,0,0,0,5.73E-12,1.64E-06,2.77E-06
5.30E-05,10959.02593,0.391532337,0.117196407,0.341759811,0,0,0,0,0,5.10E-12,2.53E-06,1.74E-06
5.29E-05,9976.339667,0.341313218,0.087038646,0.315742198,0,0,0,0,0,4.22E-12,2.28E-06,1.32E-06
5.24E-05,9048.488454,0.29459372,0.078312557,0.291878382,0.045351474,0.047619048,0,0,0,4.15E-12,1.62E-06,2.34E-06
5.32E-05,7997.60251,0.253281003,0.096898902,0.270727587,0.045351474,0.047619048,0,0,0,6.06E-12,2.02E-06,6.02E-06
5.29E-05,6914.890088,0.220370158,0.131822085,0.252957302,0.045351474,0.047619048,0,0,0,6.19E-12,1.59E-06,5.62E-06
5.18E-05,5904.379072,0.199952236,0.173560835,0.23930547,0,0,0,0,0.125,3.56E-12,6.04E-07,3.72E-06
5.24E-05,4995.423338,0.195876254,0.218264581,0.230488599,0.0861678,0.095238095,0,0,0.125,2.43E-12,1.23E-06,-1.13E-06
5.19E-05,4160.214411,0.209078298,0.264441985,0.227057783,0.045351474,0.047619048,0,0,0.125,2.25E-12,8.19E-07,2.76E-06
5.05E-05,3296.270798,0.209432195,0.311441253,0.22924951,0.045351474,0.047619048,0,0,0,1.66E-12,3.48E-07,2.73E-06
5.01E-05,2366.699288,0.223694581,0.358940983,0.236911184,0,0,0,0,0,1.93E-12,5.76E-07,3.15E-06
5.03E-05,1248.084407,0.251422706,0.40676651,0.249549904,0,0,0,0,0,1.89E-12,3.21E-08,2.91E-06
5.13E-05,448.2485268,0.28882699,0.454815393,0.266472135,0,0,0,0,0.125,1.83E-12,1.21E-06,-2.17E-06
5.13E-05,319.8024359,0.090103465,0.037641223,0.558601292,0.0861678,0.095238095,0,0,0.25,2.24E-12,1.74E-06,-2.60E-06
5.19E-05,106.6256787,0.041993563,0.018009654,0.536722817,0.045351474,0.047619048,0,0,0.25,2.74E-12,2.57E-06,-3.38E-06
5.05E-05,681.3735374,0.045138587,0.061860562,0.516449075,0.045351474,0.047619048,0,0,0.25,2.83E-12,1.19E-06,-8.37E-07
4.81E-05,1341.980566,0.09479886,0.109977785,0.497974043,0,0,0,0,0.125,4.08E-12,1.23E-06,5.34E-06
5.00E-05,1907.318512,0.151637678,0.158557531,0.481502568,0.045351474,0.047619048,0,0,0.5,5.72E-12,2.91E-07,4.22E-06
5.15E-05,2867.171483,0.210032505,0.190289696,0.467244218,0.045351474,0.047619048,0,0,0.5,8.01E-12,1.30E-06,3.35E-06
5.23E-05,3957.328861,0.268989758,0.193544294,0.455404529,0.045351474,0.047619048,0,0,0.875,1.01E-11,2.33E-06,3.63E-06
5.18E-05,5055.632632,0.328210904,0.208454479,0.442741838,0,0,0,0,0.5,1.08E-11,1.26E-06,5.43E-06
5.31E-05,6211.352691,0.387576494,0.232805064,0.410442581,0,0,0,0,0.375,1.04E-11,1.80E-06,6.65E-06
5.35E-05,7400.234689,0.447029604,0.224464606,0.378850435,0,0,0,0,0.125,5.90E-12,2.25E-06,6.76E-06
5.57E-05,8613.612686,0.473679614,0.186257046,0.348155071,0,0,0,0,0,6.85E-12,4.22E-06,8.49E-06
5.58E-05,9839.93173,0.424769527,0.154141951,0.318611554,0,0,0,0,0,7.43E-12,4.56E-06,-9.78E-06
5.10E-05,11076.70571,0.378924474,0.132573191,0.29056516,0,0,0,0,0,8.74E-12,3.68E-07,-4.90E-06
5.15E-05,12321.50881,0.337378415,0.126979255,0.264483249,0,0,0,0,0,9.51E-12,9.36E-07,-4.71E-06
4.94E-05,13572.13199,0.301883139,0.13927828,0.240990773,0,0,0,0,0,1.04E-11,5.37E-07,7.20E-06
4.83E-05,14827.1026,0.259827226,0.165562875,0.220896057,0,0,0,0,0,8.17E-12,7.64E-08,-2.46E-06
4.69E-05,16085.40312,0.213920942,0.200442477,0.205174641,0,0,0,0,0,1.45E-11,2.22E-07,3.92E-06
4.54E-05,17344.46973,0.17624349,0.2402238,0.19485979,0,0,0,0,0,1.82E-11,2.26E-07,6.76E-06
4.26E-05,18605.40991,0.152808706,0.282856593,0.190806584,0,0,0,0,0,1.63E-11,2.14E-06,8.75E-06
4.09E-05,19867.64261,0.15021389,0.327233131,0.193398621,0,0,0,0,0,1.40E-11,3.14E-06,9.68E-06
3.93E-05,21129.31631,0.169392521,0.372733516,0.202387217,0,0,0,0,0,8.85E-12,4.13E-06,1.01E-05
3.99E-05,22392.62848,0.2044425,0.418993034,0.21699772,0,0,0,0,0,3.67E-12,2.74E-06,6.27E-06
4.10E-05,23657.31662,0.248869635,0.46578626,0.236211881,0,0,0,0,0,1.77E-12,1.04E-06,3.17E-06
4.17E-05,24921.55263,0.171432664,0.090219784,0.609584201,0,0,0,0,0,2.02E-12,1.75E-07,2.66E-06
4.30E-05,26185.96609,0.126016469,0.048302792,0.587369726,0,0,0,0,0,2.74E-12,7.83E-07,1.32E-06
4.30E-05,27451.46393,0.096657298,0.034963742,0.566592923,0,0,0,0,0,6.18E-12,2.26E-07,4.74E-06
4.29E-05,28717.9028,0.098146659,0.068944648,0.547415951,0,0,0,0,0,7.57E-12,1.55E-06,7.21E-06
4.35E-05,29834.1202,0.129462315,0.11414974,0.530010781,0,0,0,0,0,8.48E-12,1.77E-06,6.68E-06
4.50E-05,30861.28153,0.175700702,0.161490314,0.514555413,0,0,0,0,0,1.10E-11,1.33E-06,5.93E-06
4.77E-05,31906.42074,0.228140987,0.209533718,0.496223948,0,0,0,0,0,1.16E-11,5.88E-07,6.26E-06
4.75E-05,32967.82808,0.283418299,0.241700013,0.461998765,0,0,0,0,0,7.63E-12,4.40E-07,4.95E-06
5.01E-05,34043.98199,0.340171776,0.253812639,0.428104251,0,0,0,0,0,3.12E-12,1.76E-06,2.35E-06
4.94E-05,35133.52741,0.397777689,0.274184755,0.394624495,0,0,0,0,0,2.58E-12,1.03E-06,1.66E-06
4.78E-05,36235.25637,0.455916439,0.255352572,0.361673038,0,0,0,0,0,3.92E-12,2.72E-07,4.59E-06
4.64E-05,37348.09068,0.508542803,0.222478879,0.329405956,0,0,0,0,0,3.48E-12,2.32E-06,6.02E-06
4.52E-05,38471.06663,0.459216156,0.196335554,0.29804174,0,0,0,0,0,3.38E-12,3.21E-06,7.22E-06
4.45E-05,39603.32152,0.400925604,0.179857858,0.267891553,0,0,0,0,0,2.61E-12,3.41E-06,6.54E-06
4.87E-05,40744.08179,0.343112513,0.175762902,0.239404589,0,0,0,0,0,1.33E-12,1.04E-06,-1.62E-06
4.83E-05,41892.65261,0.286061669,0.184868959,0.213232312,0,0,0,0,0,2.59E-12,9.11E-07,2.95E-06
4.75E-05,43048.40883,0.230328429,0.20544018,0.190306156,0,0,0,0,0,2.85E-12,3.07E-07,3.73E-06
4.95E-05,44210.78691,0.177127372,0.234496514,0.171890795,0,0,0,0,0,2.93E-12,2.01E-06,1.74E-06
4.88E-05,45379.27802,0.129500791,0.269319937,0.159505526,0,0,0,0,0,2.12E-12,1.41E-06,1.73E-06
4.80E-05,46553.42184,0.09570747,0.307969344,0.1545583,0,0,0,0,0,2.47E-12,7.23E-07,3.20E-06
4.75E-05,47732.80124,0.091588501,0.349181799,0.157727755,0,0,0,0,0,3.61E-12,6.05E-07,3.77E-06
5.13E-05,22902.29452,0.120113199,0.392153018,0.168570532,0,0,0,0,0,2.90E-12,9.04E-07,-1.98E-06
5.13E-05,22212.53628,0.165615361,0.436365435,0.185784701,0,0,0,0,0,3.51E-12,2.24E-07,4.02E-06
5.13E-05,21575.58178,0.217924658,0.481478271,0.20783186,0,0,0,0,0,2.98E-12,2.98E-07,3.48E-06
5.26E-05,20996.46541,0.210354586,0.117415761,0.638116303,0,0,0,0,0,3.17E-12,1.70E-06,-1.02E-06
5.53E-05,20236.17969,0.175047807,0.089110491,0.616921346,0,0,0,0,0,4.79E-12,4.19E-06,-6.54E-06
5.48E-05,19111.34262,0.154964556,0.082525554,0.597164569,0,0,0,0,0,4.82E-12,3.60E-06,-7.65E-06
5.38E-05,17998.32213,0.15591469,0.101899826,0.578991883,0,0,0,0,0,5.47E-12,3.00E-06,-5.98E-06
5.30E-05,16905.73905,0.17756987,0.136712843,0.55635601,0,0,0,0,0,5.76E-12,1.97E-06,-5.32E-06
5.20E-05,15838.80673,0.213864451,0.178202876,0.521046686,0,0,0,0,0,4.58E-12,1.13E-06,-4.06E-06
5.14E-05,14792.97707,0.25882108,0.222692147,0.485875559,0,0,0,0,0,5.07E-12,5.18E-07,-2.70E-06
4.93E-05,13783.17458,0.308736323,0.268702909,0.450874599,0,0,0,0,0,5.45E-12,1.43E-06,6.11E-06
4.79E-05,12818.21141,0.361589478,0.300272524,0.41608621,0,0,0,0,0,6.02E-12,2.74E-06,7.50E-06
5.01E-05,11910.40987,0.416275864,0.317692528,0.381567745,0,0,0,0,0,5.45E-12,1.37E-07,4.96E-06
5.13E-05,11070.96833,0.472165413,0.291186455,0.347398472,0,0,0,0,0,4.69E-12,1.33E-06,9.23E-07
5.34E-05,10157.45919,0.510485364,0.26280882,0.313690628,0,0,0,0,0,4.00E-12,3.10E-06,-1.64E-06
5.51E-05,9158.326645,0.450934351,0.241053097,0.280607476,0,0,0,0,0,4.20E-12,4.27E-06,-1.24E-06
5.31E-05,8177.331437,0.391427488,0.227812295,0.248393546,0.045351474,0.047619048,0,0,0.125,4.18E-12,2.10E-06,2.58E-06
5.32E-05,7244.076014,0.331988177,0.22458779,0.217426349,0,0,0,0,0.125,5.64E-12,1.63E-06,6.08E-06
5.33E-05,6273.338161,0.272659824,0.231795374,0.18830512,0,0,0,0,0.125,5.76E-12,1.58E-06,6.06E-06
5.24E-05,5150.018153,0.213532874,0.248534312,0.161996751,0,0,0,0,0.25,3.69E-12,8.02E-07,4.34E-06
5.21E-05,4106.537908,0.154831198,0.27306652,0.140037089,0.045351474,0.047619048,0,0,0.125,3.38E-12,4.73E-07,3.57E-06
5.12E-05,3192.832501,0.097290586,0.303517007,0.124650113,0.045351474,0.047619048,0,0,0.25,3.59E-12,3.32E-07,4.42E-06
5.13E-05,2377.212868,0.045098176,0.338298151,0.118315495,0.0861678,0.095238095,0,0,0,3.21E-12,1.64E-07,4.37E-06
5.15E-05,1491.793674,0.036180692,0.376215328,0.1223879,0,0,0,0,0,2.79E-12,2.03E-07,3.54E-06
5.14E-05,628.9194192,0.084584036,0.416415706,0.135970038,0.045351474,0.047619048,0,0,0,2.85E-12,6.00E-07,-3.27E-06
5.11E-05,471.2167719,0.141576784,0.458300741,0.156686932,0.045351474,0.047619048,0,0,0.125,2.21E-12,9.28E-07,-2.72E-06
5.15E-05,1343.699962,0.200115264,0.501449675,0.182187952,0.0861678,0.095238095,0,0,0,2.47E-12,1.82E-06,-2.80E-06
5.18E-05,1120.752465,0.294741838,0.18653792,0.688940692,0,0,0,0,0.125,2.77E-12,2.27E-06,-4.05E-06
5.20E-05,319.9922048,0.257214674,0.155499779,0.667392915,0,0,0,0,0,3.24E-12,2.47E-06,-2.83E-06
4.92E-05,144.1144679,0.229090001,0.135317875,0.647149738,0,0,0,0,0,4.43E-12,4.99E-07,4.31E-06
4.83E-05,1116.338228,0.214022731,0.131049686,0.621226153,0,0,0,0,0.25,6.19E-12,1.53E-06,6.02E-06
5.11E-05,2202.851139,0.214717465,0.14410203,0.585343629,0,0,0,0,0.25,8.12E-12,7.79E-07,3.80E-06
5.24E-05,3366.332333,0.231034985,0.170576425,0.549509882,0.045351474,0.047619048,0,0,0.5,1.02E-11,2.12E-06,2.61E-06
5.30E-05,4580.467156,0.260104534,0.205381346,0.513735015,0,0,0,0,0.25,1.11E-11,2.07E-06,6.63E-06
5.49E-05,5815.64812,0.298279509,0.245012372,0.478032103,0,0,0,0,0.25,1.07E-11,3.02E-06,8.43E-06
5.54E-05,7065.39907,0.34257133,0.287490402,0.442418362,0,0,0,0,0,6.81E-12,3.43E-06,8.63E-06
5.62E-05,8323.159393,0.390931758,0.33172827,0.406916904,0,0,0,0,0,6.91E-12,4.32E-06,8.99E-06
5.66E-05,9582.257616,0.442041922,0.360053401,0.371559465,0,0,0,0,0,1.01E-11,5.12E-06,-1.09E-05
5.06E-05,10844.73167,0.495059163,0.330367712,0.336390761,0,0,0,0,0,1.19E-11,3.66E-08,-5.93E-06
5.08E-05,12105.84877,0.510009166,0.305632499,0.301475709,0,0,0,0,0,1.32E-11,8.58E-08,-4.92E-06
4.87E-05,13369.15314,0.450395867,0.287123601,0.26691194,0,0,0,0,0,1.45E-11,1.21E-06,7.89E-06
4.73E-05,14634.68326,0.390808028,0.276089536,0.232852464,0,0,0,0,0,1.03E-11,8.26E-07,6.60E-06
4.61E-05,15898.00646,0.33125919,0.273431943,0.199549,0,0,0,0,0,1.51E-11,6.20E-07,7.30E-06
4.57E-05,17162.99866,0.27177454,0.279388729,0.167439424,0,0,0,0,0,1.66E-11,4.67E-07,6.44E-06
4.35E-05,18429.52669,0.212406805,0.29343831,0.137332449,0,0,0,0,0,1.44E-11,8.26E-07,7.82E-06
4.34E-05,19697.29429,0.153287708,0.314502912,0.110796931,0,0,0,0,0,1.22E-11,3.94E-07,7.13E-06
4.01E-05,20966.07659,0.094860435,0.341291535,0.090837793,0,0,0,0,0,7.73E-12,2.94E-06,9.34E-06
3.97E-05,22235.69991,0.039920071,0.372576274,0.082084988,0,0,0,0,0,3.92E-12,2.66E-06,6.51E-06
3.99E-05,23506.02796,0.029691118,0.407326118,0.087757026,0,0,0,0,0,2.30E-12,1.99E-06,4.35E-06
4.10E-05,24776.95236,0.081798296,0.444732175,0.105663095,0,0,0,0,0,2.61E-12,5.22E-07,3.62E-06
4.20E-05,26043.44774,0.139892034,0.484181036,0.131065465,0,0,0,0,0,3.45E-12,7.82E-08,2.58E-06
4.36E-05,27033.94325,0.198915063,0.525213859,0.160554356,0,0,0,0,0,7.74E-12,4.90E-07,4.07E-06
4.35E-05,28047.53149,0.258242713,0.567488028,0.192308493,0,0,0,0,0,9.84E-12,8.57E-07,6.59E-06
4.38E-05,29081.798,0.422683981,0.292436803,0.762767119,0,0,0,0,0,1.04E-11,1.45E-06,7.64E-06
4.55E-05,30134.61372,0.379145834,0.255661858,0.73982697,0,0,0,0,0,1.26E-11,1.04E-06,6.51E-06
4.69E-05,31204.10119,0.340472768,0.223543202,0.717977663,0,0,0,0,0,1.22E-11,4.77E-07,5.56E-06
4.60E-05,32288.60379,0.308471404,0.198339331,0.689508504,0,0,0,0,0,8.71E-12,1.88E-06,6.25E-06
4.85E-05,33386.65836,0.285357185,0.182908469,0.653354129,0,0,0,0,0,3.90E-12,4.20E-08,3.80E-06
5.03E-05,34496.97081,0.273354032,0.179764713,0.617211764,0,0,0,0,0,4.02E-12,1.46E-06,1.85E-06
4.94E-05,35618.39484,0.27390094,0.189515872,0.581083631,0,0,0,0,0,4.85E-12,8.98E-07,2.85E-06
4.76E-05,36749.91325,0.286927349,0.210388625,0.544972533,0,0,0,0,0,3.50E-12,1.62E-06,4.70E-06
4.64E-05,37890.62172,0.3108925,0.239509868,0.508882059,0,0,0,0,0,3.77E-12,2.32E-06,5.98E-06
4.46E-05,39039.71468,0.343546405,0.274278313,0.472816879,0,0,0,0,0,3.55E-12,3.35E-06,7.52E-06
4.65E-05,40196.47307,0.382699046,0.312825224,0.436783185,0,0,0,0,0,2.07E-12,1.28E-06,3.99E-06
4.85E-05,41360.25374,0.426584806,0.353923166,0.400789359,0,0,0,0,0,3.18E-12,5.97E-07,2.79E-06
4.72E-05,42530.48024,0.473903877,0.396783106,0.364847031,0,0,0,0,0,3.46E-12,1.27E-07,3.87E-06
4.94E-05,43706.63481,0.52373503,0.371843781,0.328972816,0,0,0,0,0,2.94E-12,1.84E-06,1.62E-06
5.02E-05,44888.25147,0.516414668,0.350039608,0.293191273,0,0,0,0,0,2.58E-12,2.82E-06,-1.87E-06
4.89E-05,46074.91,0.457627753,0.333990058,0.257540258,0,0,0,0,0,2.06E-12,1.67E-06,2.01E-06
4.82E-05,47266.23066,0.399108069,0.324546197,0.222081178,0,0,0,0,0,3.64E-12,1.30E-08,2.87E-06
5.13E-05,21856.92272,0.340991291,0.322286641,0.186920296,0,0,0,0,0,3.40E-12,1.42E-06,-1.84E-06
5.13E-05,21133.07229,0.283521111,0.327359538,0.152257401,0,0,0,0,0,4.54E-12,6.61E-07,-1.88E-06
